rln,svccode,uic,ulc,utc,unitname,describe,pax,origin,origname,poe,poename,pod,podname,dest,destname,rld,ald,ead,lad,rdd,fdsvcres,nonbaselne,baseline,provorg
8W164,F,FFFN60,ELE,6KNZA,0004 CS,C-E PLANS & IMPLEMENTATION SUPT,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W166,F,FFFN60,ELE,6KNZA,0004 CS,C-E PLANS & IMPLEMENTATION SUPT,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W168,F,FFFN60,ELE,6KNZA,0004 CS,C-E PLANS & IMPLEMENTATION SUPT,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W169,F,FFPRT0,ELE,LWRRA,0004 SVS,SVS AEF INITIAL R-A,9,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W16A,F,FF7C00,TM,6SAA8,0353 CTS,SMO AF SPACE SUPPORT TEAM,1,FTQW,Eielson Afb,FTQW,Eielson Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,0RR,,                                  V,5
8W16B,F,FFPRT0,TM,LWRR4,0004 SVS,SVS MGT AUG BB/COB/MOB R-4,2,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W16F,F,FFPRT0,PKG,LWRRG,0004 SVS,SVS MTW-SSC LEAD EQUIPMENT,0,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W16H,F,FFPRT0,ELE,LWRR9,0004 SVS,SVS NAFI/ADMIN MGT/SUST R-9,3,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W16K,F,FFFNB0,ELE,6KVB9,0509 CS,C-E CAF UL TBM MCCR (SM),1,YWHG,Whiteman Afb,YWHG,Whiteman Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W16M,F,FFGTS0,ELE,FFMFS,0059 MDW,MED MOBILE FLD SURGICAL TM,5,MPLS,Lackland Afb,MPLS,Lackland Afb,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,0JR,F16,                                  V,F
8W16Q,F,FF5CC0,TM,6SAA8,USAFE WPC,SMO AF SPACE SUPPORT TEAM,1,LXPQ,Einsiedlerhof,LXPQ,Einsiedlerhof,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1SR,F16,                                  V,S
8W16S,F,FFFN60,SQ,6KPES,0004 CS,AVS WG VI INIT RESP DOC TM,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W16T,F,FFFN60,SQ,6KPES,0004 CS,AVS WG VI INIT RESP DOC TM,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W16X,F,FFFN60,ELE,6KNX3,0004 CS,C-E WG COMM-COMP SYS STAFF OFF,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W16Y,F,FFFN60,ELE,6KNZ3,0004 CS,C-E SECURE COMM SYSTEMS AUG,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W16Z,F,FFFN60,ELE,6KNZ9,0004 CS,C-E COMM SYSTEMS MANAGEMENT,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W171,F,FFFN60,ELE,6KNZL,0004 CS,C-E AN/TRN-26 SUSTAIN AUG TM,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W172,F,FFFN60,ELE,6KNZM,0004 CS,C-E AN/TPN-19 SUSTAIN AUG TM,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W173,F,FFFN60,ELE,6KNZM,0004 CS,C-E AN/TPN-19 SUSTAIN AUG TM,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W174,F,FFFN60,ELE,6KNZM,0004 CS,C-E AN/TPN-19 SUSTAIN AUG TM,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W181,F,FFBTK0,TM,4F9FP,0049 CES,CES PB FIRE PROTECTION OPS TM,6,KWRD,Holloman Afb,KWRD,Holloman Afb,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W182,F,FFFN60,ELE,6KNX3,0004 CS,C-E WG COMM-COMP SYS STAFF OFF,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W183,F,FFBTK0,TM,4F9EB,0049 CES,CES PRIME BEEF AEF TEAM B,46,KWRD,Holloman Afb,KWRD,Holloman Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W185,F,FFBTK0,TM,4F9X2,0049 CES,CES PRIME BEEF EOD FOLLOW TEAM,4,KWRD,Holloman Afb,KWRD,Holloman Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W186,F,FF9R10,TM,RFBF1,0004 MSS,PER ADVON/ACCOUNT/CENTRAL SITE,2,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W187,F,FF9R10,TM,RFBF1,0004 MSS,PER ADVON/ACCOUNT/CENTRAL SITE,2,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W188,F,FFFN60,ELE,6KNX3,0004 CS,C-E WG COMM-COMP SYS STAFF OFF,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W189,F,FFFN60,ELE,6KNX3,0004 CS,C-E WG COMM-COMP SYS STAFF OFF,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W198,F,FF9Q80,TM,RFBF2,0049 MSS,PER ACCOUNTABILITY FOLLOW-ON,4,KWRD,Holloman Afb,KWRD,Holloman Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W19B,F,FFH0Q0,ELE,9ALCS,0049 OSS,ALS AIRCREW LIFE SUPPORT SUPT,1,KWRD,Holloman Afb,KWRD,Holloman Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W19C,F,FFH180,ELE,9ALCS,0509 OSS,ALS AIRCREW LIFE SUPPORT SUPT,1,YWHG,Whiteman Afb,YWHG,Whiteman Afb,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W19X,F,FFPRT0,PKG,LWRRF,0004 SVS,SVS LEAD EQUIPMENT,0,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W1A2,F,FFLB00,,6KDB2,0786CMNSQ,PST MIL PST OFF POP 1-1000,1,TYFR,Ramstein Ab,TYFR,Ramstein Ab,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,0DR,,,4
8W1A3,F,FFDNJ0,,6KDB6,0086MSQSQ,PST MIL PST OFFICE EQUIP,0,TYFR,Ramstein Ab,TYFR,Ramstein Ab,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,0DR,,,4
8W1A4,F,FFFMF0,,6KDB2,0035CMNSQ,PST MIL PST OFF POP 1-1000,1,QKKA,Misawa Ab,QKKA,Misawa Ab,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,0RR,F16,                                  V,5
8W1A5,F,FFHK90,,6KGF1,0019OSSSQ,C-E TRC-176,1,UHHZ,Robins Afb,UHHZ,Robins Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1LR,,                                  V,G
8W1A6,F,FFHK90,,6KJR1,0019OSSSQ,C-E TSC-129,2,UHHZ,Robins Afb,UHHZ,Robins Afb,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1LR,F16,                                  V,G
8W1A8,F,FFFN60,,6KMQ8,0004CMNSQ,C-E ABGDEF SPT,2,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W1AB,F,FFFPQ0,,6KAAB,0347CMNSQ,C-E ADM INFORMATION MGT FLIGHT,5,QSEU,Moody Afb,QSEU,Moody Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W1AC,F,FFFKW0,,6KAAC,0049CMNSQ,ADM INFO MGT FLIGHT,3,KWRD,Holloman Afb,KWRD,Holloman Afb,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W1AD,F,FFFKW0,,6KAAD,0049CMNSQ,AVS PRINTING/COPYING SERVICES,0,KWRD,Holloman Afb,KWRD,Holloman Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W1AE,F,FFTTK0,,6KQE1,0738EIGSQ,E-I SATELLITE AND WIDEBAND TEAM,5,MAHG,Keesler Afb,MAHG,Keesler Afb,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1MR,F16,                                  V,F
8W1AF,F,FFCLY0,SQ,7FVL2,0004OSSSQ,TCS ATC RADAR SUPERVISOR AUG,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W1AG,F,FFD740,,JFBHD,0004SUPSQ,SUP SUPPLY ADMIN SUPPLIES,0,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W1AH,F,FFKD40,,QFBA4,0002FDIDT,OSI CONTRINT-INVST AUG B,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,07R,F16,                                  V,F
8W1AN,F,FF9R10,TM,RFBF2,0004 MSS,PER ACCOUNTABILITY FOLLOW-ON,4,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W1AU,F,FFFN60,,6KAAC,0004CMNSQ,ADM INFO MGT FLIGHT,3,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W1AY,F,FFD3V0,TM,4F9EB,0004 CES,CES PRIME BEEF AEF TEAM B,46,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W1AZ,F,FFHK90,,6KAMH,0019OSSSQ,C-E HAVE DAMA UHF SATCOM TRMNL,2,UHHZ,Robins Afb,UHHZ,Robins Afb,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1LR,F16,                                  V,G
8W1B1,F,FFTTK0,,6KQF4,0738EIGSQ,E-I 06 PAX 4X4 TRUCK,0,MAHG,Keesler Afb,MAHG,Keesler Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1MR,,                                  V,F
8W1B2,F,FFTTK0,,6KQF4,0738EIGSQ,E-I 06 PAX 4X4 TRUCK,0,MAHG,Keesler Afb,MAHG,Keesler Afb,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1MR,F16,                                  V,F
8W1B3,F,FFFKJ0,ELE,6KTD2,075 CCSG,C-E BII AUGMENT (151-300),3,KRSM,Hill Afb,KRSM,Hill Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1MR,,                                  V,F
8W1B4,F,FFTTK0,,6KQG1,0738EIGSQ,E-I MET/NAV TEAM,5,MAHG,Keesler Afb,MAHG,Keesler Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1MR,,                                  V,F
8W1B5,F,FFTTK0,,6KQG4,0738EIGSQ,E-I HYDRAULIC CABLE REEL TRUCK,0,MAHG,Keesler Afb,MAHG,Keesler Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1MR,,                                  V,F
8W1B6,F,FFTTK0,,6KQG4,0738EIGSQ,E-I HYDRAULIC CABLE REEL TRUCK,0,MAHG,Keesler Afb,MAHG,Keesler Afb,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1MR,F16,                                  V,F
8W1B7,F,FFTTK0,,6KQJ1,0738EIGSQ,E-I GROUND RADIO TEAM,5,MAHG,Keesler Afb,MAHG,Keesler Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1MR,,                                  V,F
8W1B8,F,FFH760,,UFTSG,0004TRSSQ,TRN TRANSPORTATION STAFF OFF,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W1B9,F,FFTTK0,,6KQJ4,0738EIGSQ,E-I 2.5 TON CARGO TRK W/SHELTER,0,MAHG,Keesler Afb,MAHG,Keesler Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1MR,,                                  V,F
8W1BA,F,FFFN60,ELE,6KAB9,0004CMNSQ,C-E TSC-152 LT MBL SAT TR(LMST),3,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W1BE,F,FFH760,ELE,UFTSH,0004 TRANS,TRN SUPPLY SUPPORT,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W1BJ,F,FFH760,ELE,UFTSK,0004 TRANS,TRN VEHICLE OPS SUPPORT PKG,5,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W1BK,F,FFFN60,,6KPVS,0004CMNSQ,AVS CMBT VIS INF SPT CTR,5,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W1BL,F,FFTTK0,,6KQA1,0738EIGSQ,E-I RADI FQ INTRFER/DIR FIND TM,3,MAHG,Keesler Afb,MAHG,Keesler Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1MR,,                                  V,F
8W1BM,F,FFTTK0,,6KQA4,0738EIGSQ,E-I MED TRENCHER W/TRAILER,0,MAHG,Keesler Afb,MAHG,Keesler Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1MR,,                                  V,F
8W1BN,F,FFTTK0,,6KQA4,0738EIGSQ,E-I MED TRENCHER W/TRAILER,0,MAHG,Keesler Afb,MAHG,Keesler Afb,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1MR,F16,                                  V,F
8W1BP,F,FFH760,ELE,UFTTA,0004 TRANS,TRN VEHICLE BODY MAINTNANCE,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,,                                  V,2
8W1BQ,F,FFTTK0,,6KQB1,0738EIGSQ,E-I ANTENNA TEAM,7,MAHG,Keesler Afb,MAHG,Keesler Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1MR,,                                  V,F
8W1BR,F,FFTTK0,,6KQB4,0738EIGSQ,E-I LOW PROFILE MAINT TRUCK,0,MAHG,Keesler Afb,MAHG,Keesler Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1MR,,                                  V,F
8W1BS,F,FFTTK0,,6KQB4,0738EIGSQ,E-I LOW PROFILE MAINT TRUCK,0,MAHG,Keesler Afb,MAHG,Keesler Afb,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1MR,F16,                                  V,F
8W1BT,F,FFTTK0,,6KQC1,0738EIGSQ,E-I CABLE TEAM,7,MAHG,Keesler Afb,MAHG,Keesler Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1MR,,                                  V,F
8W1BU,F,FFTTK0,,6KQC4,0738EIGSQ,E-I CABLE REEL TRAILER,0,MAHG,Keesler Afb,MAHG,Keesler Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1MR,F15,                                  V,F
8W1BW,F,FFTTK0,,6KQE4,0738EIGSQ,E-I TELEPHONE LINE TRUCK,0,MAHG,Keesler Afb,MAHG,Keesler Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1MR,F15,                                  V,F
8W1BX,F,FFTTK0,,6KQE4,0738EIGSQ,E-I TELEPHONE LINE TRUCK,0,MAHG,Keesler Afb,MAHG,Keesler Afb,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1MR,F16,                                  V,F
8W1BZ,F,FFTTK0,,6KQF1,0738EIGSQ,E-I ATC RADAR TEAM,5,MAHG,Keesler Afb,MAHG,Keesler Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1MR,F15,                                  V,F
8W1C,F,FFFBM0,SQ,3FQK1,0335FTRSQ,TFS 24  F 15E -220,469,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,F15,                                  V,2
8W1C0,F,FFVYZ0,SQ,6KPAD,0001 CTCS,AVS AFFOR ADR (GUN CAMERA) SPT,6,DKFX,Charleston Afb-in,DKFX,Charleston Afb-in,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1LR,F16,                                  V,G
8W1C1,F,FFCLY0,SQ,7FVL2,0004OSSSQ,TCS ATC RADAR SUPERVISOR AUG,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,F15,                                  V,2
8W1C2,F,FFCLY0,,7FVLF,0004OSSSQ,TCS AIRFIELD OPS FLT CC,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,F15,                                  V,2
8W1C3,F,FFCLY0,,7FVLF,0004OSSSQ,TCS AIRFIELD OPS FLT CC,1,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W1C4,F,FFVYZ0,SQ,6KPVA,0001 CTCS,AVS COMCAM VIDEO AQUISITION,3,DKFX,Charleston Afb-in,DKFX,Charleston Afb-in,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1LR,F15,                                  V,G
8W1C5,F,FFB050,,9AAGB,0049FTRWG,HQS WING STAFF (LEAD),36,KWRD,Holloman Afb,KWRD,Holloman Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,F15,                                  V,2
8W1C6,F,FFFC20,,9AAGB,0004FTRWG,HQS WING STAFF (LEAD),36,VKAG,Seymour Johnson A,VKAG,Seymour Johnson A,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W1C7,F,FFFC70,,9AAGC,0027             FW,HQS WING STAFF AUGMENTATION,10,CZQZ,Cannon Afb,CZQZ,Cannon Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1CR,F15,                                  V,2
8W1C8,F,FFDC80,,9AAGC,0509BMBWG,HQS WING STAFF AUGMENTATION,10,YWHG,Whiteman Afb,YWHG,Whiteman Afb,NYUP,Tulga,NYUP,Tulga,-7,-6,-5,0,0,1CR,F16,                                  V,2
8W1CA,F,FFTTK0,,6KQK1,0738EIGSQ,E-I SECURE COMM SYSTEMS TEAM,5,MAHG,Keesler Afb,MAHG,Keesler Afb,FVAZ,Elazig,FVAZ,Elazig,-7,-6,-5,0,0,1MR,F15,                                  V,F
