RLN,SERVICE_CODE,UIC,ULC,UTC,UNIT_NAME,DESCRIPTION,NUM_PAX,ORIGIN_GEOLOC,ORIGIN_NAME,POE_GEOLOC,POE_NAME,POD_GEOLOC,POD_NAME,DEST_GEOLOC,DEST_NAME,RLD_ORIGIN,ALD_POE,EAD_POD,LAD_POD,RDD_DEST,BLANK
"3SR3P","F",\N,"AUG","HRR64",\N,"MNT 04 HH 60G CSAR MAINT AUG",12.000000000000000000000000000000,"FTEV","Hurlburt Fld","FTEV","Hurlburt Fld","LJYC","Incirlik Ab","LJYC","Incirlik Ab",-13.000000000000000000000000000000,-12.000000000000000000000000000000,-11.000000000000000000000000000000,-7.000000000000000000000000000000,-7.000000000000000000000000000000
"3SR4C","F",\N,"AUG","HRR64",\N,"MNT 04 HH 60G CSAR MAINT AUG",0.000000000000000000000000000000,"FTEV","Hurlburt Fld","FTEV","Hurlburt Fld","FFTJ","Dhahran Intl","FFTJ","Dhahran Intl",-13.000000000000000000000000000000,-12.000000000000000000000000000000,-11.000000000000000000000000000000,-7.000000000000000000000000000000,-7.000000000000000000000000000000
"3SR4P","F",\N,"AUG","HRR64",\N,"MNT 04 HH 60G CSAR MAINT AUG",12.000000000000000000000000000000,"FTEV","Hurlburt Fld","FTEV","Hurlburt Fld","FFTJ","Dhahran Intl","FFTJ","Dhahran Intl",-13.000000000000000000000000000000,-12.000000000000000000000000000000,-11.000000000000000000000000000000,-7.000000000000000000000000000000,-7.000000000000000000000000000000
"NA3FC","N",\N,"BN","Y39EM",\N,"AMPHIBIOUS CONST BTN",0.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-10.000000000000000000000000000000,-9.000000000000000000000000000000,-8.000000000000000000000000000000,-4.000000000000000000000000000000,-4.000000000000000000000000000000
"NA3FP","N",\N,"BN","Y39EM",\N,"AMPHIBIOUS CONST BTN",367.000000000000000000000000000000,"ETFB","Cp Lejeune","RQWP","New River Mcas","LQCJ","Iskenderun","LQCN","Iskenderun",-10.000000000000000000000000000000,-9.000000000000000000000000000000,-8.000000000000000000000000000000,-4.000000000000000000000000000000,-4.000000000000000000000000000000
"3GAMZ","F",\N,"FT","7E1AD",\N,"MOB C2 ELE AME TALCE MGMT FLT",6.000000000000000000000000000000,"PTFL","Mc Guire Afb","PTFL","Mc Guire Afb","LJYC","Incirlik Ab","LJYC","Incirlik Ab",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3GANZ","F",\N,"FT","7E1AD",\N,"MOB C2 ELE AME TALCE MGMT FLT",6.000000000000000000000000000000,"PTFL","Mc Guire Afb","PTFL","Mc Guire Afb","ABQH","Adana","ABQH","Adana",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3LCAC","F",\N,"ELE","3AGEM",\N,"TSE 03  E  3 AWACS",0.000000000000000000000000000000,"WWYK","Tinker Afb","WWYK","Tinker Afb","AKRR","Akinci","AKRR","Akinci",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3LCAP","F",\N,"ELE","3AGEM",\N,"TSE 03  E  3 AWACS",195.000000000000000000000000000000,"WWYK","Tinker Afb","WWYK","Tinker Afb","AKRR","Akinci","AKRR","Akinci",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3LCAZ","F",\N,"ELE","3AGEL",\N,"TSE AWACS CREWS/PERSON AUG VDEP",231.000000000000000000000000000000,"WWYK","Tinker Afb","WWYK","Tinker Afb","AKRR","Akinci","AKRR","Akinci",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3LCBC","F",\N,"ELE","3AGEM",\N,"TSE 03  E  3 AWACS",0.000000000000000000000000000000,"WWYK","Tinker Afb","WWYK","Tinker Afb","RWFQ","Nicosia","RWFQ","Nicosia",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3LCBP","F",\N,"ELE","3AGEM",\N,"TSE 03  E  3 AWACS",195.000000000000000000000000000000,"WWYK","Tinker Afb","WWYK","Tinker Afb","RWFQ","Nicosia","RWFQ","Nicosia",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3LCBZ","F",\N,"ELE","3AGEL",\N,"TSE AWACS CREWS/PERSON AUG VDEP",231.000000000000000000000000000000,"WWYK","Tinker Afb","WWYK","Tinker Afb","RWFQ","Nicosia","RWFQ","Nicosia",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3LGRC","F",\N,"ELE","HEDPF",\N,"ILM 01-04 MC130E",0.000000000000000000000000000000,"FTEP","Eglin Af Aux Nr 3","FTEP","Eglin Af Aux Nr 3","MUAF","Mus Air Base","MUAF","Mus Air Base",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3LGRP","F",\N,"ELE","HEDPF",\N,"ILM 01-04 MC130E",35.000000000000000000000000000000,"FTEP","Eglin Af Aux Nr 3","FTEP","Eglin Af Aux Nr 3","MUAF","Mus Air Base","MUAF","Mus Air Base",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3LGSC","F",\N,"ELE","HEDPF",\N,"ILM 01-04 MC130E",0.000000000000000000000000000000,"FTEP","Eglin Af Aux Nr 3","FTEP","Eglin Af Aux Nr 3","XTEZ","Van","XTEZ","Van",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3LGSP","F",\N,"ELE","HEDPF",\N,"ILM 01-04 MC130E",35.000000000000000000000000000000,"FTEP","Eglin Af Aux Nr 3","FTEP","Eglin Af Aux Nr 3","XTEZ","Van","XTEZ","Van",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3SFAC","F",\N,"ELE","3SAGB",\N,"SOF 03 MC130E",0.000000000000000000000000000000,"FTEV","Hurlburt Fld","FTEV","Hurlburt Fld","MUAF","Mus Air Base","MUAF","Mus Air Base",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3SFAP","F",\N,"ELE","3SAGB",\N,"SOF 03 MC130E",138.000000000000000000000000000000,"FTEV","Hurlburt Fld","FTEV","Hurlburt Fld","MUAF","Mus Air Base","MUAF","Mus Air Base",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3SFBC","F",\N,"ELE","3SAGB",\N,"SOF 03 MC130E",0.000000000000000000000000000000,"FTFA","Eglin Afb","FTFA","Eglin Afb","XTEZ","Van","XTEZ","Van",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3SFBP","F",\N,"ELE","3SAGB",\N,"SOF 03 MC130E",138.000000000000000000000000000000,"FTFA","Eglin Afb","FTFA","Eglin Afb","XTEZ","Van","XTEZ","Van",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3SFGC","F",\N,"ELE","3SAXH",\N,"SOF 02 EC130E COMMANDO SOLO",0.000000000000000000000000000000,"SHYQ","Harrisburg Intl","SHYQ","Harrisburg Intl","MUAF","Mus Air Base","MUAF","Mus Air Base",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3SFGP","F",\N,"ELE","3SAXH",\N,"SOF 02 EC130E COMMANDO SOLO",100.000000000000000000000000000000,"SHYQ","Harrisburg Intl","SHYQ","Harrisburg Intl","MUAF","Mus Air Base","MUAF","Mus Air Base",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3SFHC","F",\N,"ELE","3SAXJ",\N,"SOF 03 EC130E COMMANDO SOLO",0.000000000000000000000000000000,"SHYQ","Harrisburg Intl","SHYQ","Harrisburg Intl","XTEZ","Van","XTEZ","Van",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"3SFHP","F",\N,"ELE","3SAXJ",\N,"SOF 03 EC130E COMMANDO SOLO",122.000000000000000000000000000000,"SHYQ","Harrisburg Intl","SHYQ","Harrisburg Intl","XTEZ","Van","XTEZ","Van",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-2.000000000000000000000000000000,-2.000000000000000000000000000000
"W8APZ","N",\N,"MSC","MMPSP","AIR FORCE AEF SUPPORT SHIP","AF SHIP TO AVIANO ITALY",0.000000000000000000000000000000,"RGJW","Naples","RGJW","Naples","TQPA","Porto Di Lido-ven","ASHE","Aviano Ab",-5.000000000000000000000000000000,-5.000000000000000000000000000000,-3.000000000000000000000000000000,-2.000000000000000000000000000000,0.000000000000000000000000000000
"3LABC","F",\N,"SQ","3MKAC",\N,"AES 04  C  9A",0.000000000000000000000000000000,"TYFR","Ramstein Ab","TYFR","Ramstein Ab","FGQS","Diyarbakir","FGQS","Diyarbakir",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000
"3LABP","F",\N,"SQ","3MKAC",\N,"AES 04  C  9A",93.000000000000000000000000000000,"TYFR","Ramstein Ab","TYFR","Ramstein Ab","FGQS","Diyarbakir","FGQS","Diyarbakir",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000
"3LBAC","F",\N,"SQ","3MKAC",\N,"AES 04  C  9A",0.000000000000000000000000000000,"VDYD","Scott Afb","VDYD","Scott Afb","AYYM","Batman","AYYM","Batman",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000
"3LBAP","F",\N,"SQ","3MKAC",\N,"AES 04  C  9A",93.000000000000000000000000000000,"VDYD","Scott Afb","VDYD","Scott Afb","AYYM","Batman","AYYM","Batman",-8.000000000000000000000000000000,-7.000000000000000000000000000000,-6.000000000000000000000000000000,-1.000000000000000000000000000000,0.000000000000000000000000000000
"3LAFC","F",\N,"SQ","3TR64",\N,"ARR 04 HH 60G CSAR",0.000000000000000000000000000000,"RKMF","Nellis Afb","RKMF","Nellis Afb","LJYC","Incirlik Ab","LJYC","Incirlik Ab",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"3LAFP","F",\N,"SQ","3TR64",\N,"ARR 04 HH 60G CSAR",121.000000000000000000000000000000,"RKMF","Nellis Afb","RKMF","Nellis Afb","LJYC","Incirlik Ab","LJYC","Incirlik Ab",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"3LAGC","F",\N,"SQ","3TR64",\N,"ARR 04 HH 60G CSAR",0.000000000000000000000000000000,"RKMF","Nellis Afb","RKMF","Nellis Afb","LJYC","Incirlik Ab","LJYC","Incirlik Ab",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"3LAGP","F",\N,"SQ","3TR64",\N,"ARR 04 HH 60G CSAR",121.000000000000000000000000000000,"RKMF","Nellis Afb","RKMF","Nellis Afb","LJYC","Incirlik Ab","LJYC","Incirlik Ab",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"3LAHC","F",\N,"SQ","3TR64",\N,"ARR 04 HH 60G CSAR",0.000000000000000000000000000000,"RKMF","Nellis Afb","RKMF","Nellis Afb","LJYC","Incirlik Ab","LJYC","Incirlik Ab",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"3LAHP","F",\N,"SQ","3TR64",\N,"ARR 04 HH 60G CSAR",121.000000000000000000000000000000,"RKMF","Nellis Afb","RKMF","Nellis Afb","LJYC","Incirlik Ab","LJYC","Incirlik Ab",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"3LAJC","F",\N,"SQ","3TR64",\N,"ARR 04 HH 60G CSAR",0.000000000000000000000000000000,"RKMF","Nellis Afb","RKMF","Nellis Afb","FFTJ","Dhahran Intl","FFTJ","Dhahran Intl",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"3LAJP","F",\N,"SQ","3TR64",\N,"ARR 04 HH 60G CSAR",121.000000000000000000000000000000,"RKMF","Nellis Afb","RKMF","Nellis Afb","FFTJ","Dhahran Intl","FFTJ","Dhahran Intl",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W112","F","FFVYZ0","SQ","6KPAD","0001 CTCS","AVS AFFOR ADR (GUN CAMERA) SPT",6.000000000000000000000000000000,"DKFX","Charleston Afb-in","DKFX","Charleston Afb-in","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W113","F","FFVYZ0","SQ","6KPCC","0001 CTCS","AVS AFFOR STILL IMAGE MGMT CTR",4.000000000000000000000000000000,"DKFX","Charleston Afb-in","DKFX","Charleston Afb-in","NYUP","Tulga","NYUP","Tulga",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W114","F","FFVYZ0","SQ","6KPDT","0001 CTCS","AVS COMBAT CAMERA DETACHMENT",8.000000000000000000000000000000,"DKFX","Charleston Afb-in","DKFX","Charleston Afb-in","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W115","F","FF9R10","PKG","RFBEQ","0004 MSS","PER MANPER-B EQUIPMENT",0.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W116","F","FFVYZ0","SQ","6KPVA","0001 CTCS","AVS COMCAM VIDEO AQUISITION",3.000000000000000000000000000000,"DKFX","Charleston Afb-in","DKFX","Charleston Afb-in","NYUP","Tulga","NYUP","Tulga",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W11K","F","FFFN60","ELE","6KAAE","0004 CS","C-E STAFF SUPPORT",1.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W11L","F","FFFN60","ELE","6KAAE","0004 CS","C-E STAFF SUPPORT",1.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","NYUP","Tulga","NYUP","Tulga",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W129","F","FFTTK0",\N,"6KQE1","0738EIGSQ","E-I SATELLITE AND WIDEBAND TEAM",5.000000000000000000000000000000,"MAHG","Keesler Afb","MAHG","Keesler Afb","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W12B","F","FFCLY0","SQ","7FVL2","0004OSSSQ","TCS ATC RADAR SUPERVISOR AUG",1.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","NYUP","Tulga","NYUP","Tulga",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W12F","F","FFD740",\N,"JFBHD","0004SUPSQ","SUP SUPPLY ADMIN SUPPLIES",0.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W12H","F","FFKD40",\N,"QFBA4","0002FDIDT","OSI CONTRINT-INVST AUG B",1.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W12K","F","FFKD40",\N,"QFBA4","0002FDIDT","OSI CONTRINT-INVST AUG B",1.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W12M","F","FFKD40",\N,"QFBA4","0002FDIDT","OSI CONTRINT-INVST AUG B",1.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","NYUP","Tulga","NYUP","Tulga",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W12Q","F","FFKD40",\N,"QFBA4","0002FDIDT","OSI CONTRINT-INVST AUG B",1.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","NYUP","Tulga","NYUP","Tulga",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W12S","F","FFKD40",\N,"QFBA5","0002FDIDT","OSI CNTRINT-INVST ELE A",2.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W12W","F","FFKD40",\N,"QFBA6","0002FDIDT","OSI AFOSI INVST SPT ELE",1.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","NYUP","Tulga","NYUP","Tulga",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W12Y","F","FFKD40",\N,"QFBE1","0002FDIDT","OSI EQUIP CNTRINT-INVST DTL B",0.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W132","F","FFD740",\N,"JFDGC","0004SUPSQ","POL 02 ABFDS OPERATION CREW",5.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W134","F","FFD740",\N,"JFDJB","0004SUPSQ","POL CRYO PRODUCTION TEAM",5.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W136","F","FFD740",\N,"JFPAC","0004SUPSQ","SUP SUPPLY ADVON",9.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","NYUP","Tulga","NYUP","Tulga",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W138","F","FFD740",\N,"JFPAG","0004SUPSQ","SUP DEPLOYED COS",1.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W13A","F","FFD740",\N,"JFPAH","0004SUPSQ","SUP SUPPLY CMSGT",1.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W13D","F","FFPRT0",\N,"LWRR3","0004SERSQ","SVS LEAD MGT BB/COB R-3",5.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W13G","F","FFCLY0","ELE","PFTAD","0004OSSSQ","INT AIR-GRND WING INTEL SPT",3.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","NYUP","Tulga","NYUP","Tulga",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W13L","F","FFKD40",\N,"QFBA4","0002FDIDT","OSI CONTRINT-INVST AUG B",1.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W13T","F","FFKD40",\N,"QFBA4","0002FDIDT","OSI CONTRINT-INVST AUG B",1.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","NYUP","Tulga","NYUP","Tulga",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W13V","F","FFKD40",\N,"QFBA4","0002FDIDT","OSI CONTRINT-INVST AUG B",1.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","NYUP","Tulga","NYUP","Tulga",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W13Z","F","FFH760",\N,"UFBBR","0004TRSSQ","APO UNIT MHE OPS MOG-SHIFT 1/1",3.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W141","F","FFH760",\N,"UFTSA","0004TRSSQ","TRN BASE SUPPORT PKG RF",33.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W143","F","FFH760",\N,"UFTSG","0004TRSSQ","TRN TRANSPORTATION STAFF OFF",1.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W145","F","FFH760",\N,"UFTSK","0004TRSSQ","TRN VEHICLE OPS SUPPORT PKG",5.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","NYUP","Tulga","NYUP","Tulga",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W147","F","FFH760",\N,"UFTSN","0004TRSSQ","TRN GEN PUR VEH MAINT SPT PKG",2.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","NYUP","Tulga","NYUP","Tulga",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
"8W149","F","FF9R00",\N,"XFFA5","0004CPRSQ","CMP FINANCIAL SERVICES OFFICER",1.000000000000000000000000000000,"VKAG","Seymour Johnson A","VKAG","Seymour Johnson A","FVAZ","Elazig","FVAZ","Elazig",-7.000000000000000000000000000000,-6.000000000000000000000000000000,-5.000000000000000000000000000000,0.000000000000000000000000000000,0.000000000000000000000000000000
